Time [s];Ratio 670nm / 650nm;Capillary Position
-3.8002;0.5301613;2
-3.7502;0.5312581;2
-3.7002;0.5267499;2
-3.6502;0.5297571;2
-3.6002;0.5296701;2
-3.5502;0.5298322;2
-3.5002;0.528595;2
-3.4502;0.5302843;2
-3.4002;0.5298353;2
-3.3502;0.529387;2
-3.3002;0.5298555;2
-3.2502;0.5318252;2
-3.2002;0.5288524;2
-3.1502;0.5298035;2
-3.1002;0.5307525;2
-3.0502;0.5299888;2
-3.0002;0.53092;2
-2.9502;0.5303821;2
-2.9001;0.5278885;2
-2.8501;0.5292756;2
-2.8001;0.5292379;2
-2.7501;0.5299124;2
-2.7001;0.5300145;2
-2.6501;0.5288191;2
-2.6001;0.5290312;2
-2.5501;0.5312692;2
-2.5001;0.5290421;2
-2.4501;0.5294237;2
-2.4001;0.5294201;2
-2.3501;0.5290038;2
-2.3001;0.5294643;2
-2.2501;0.5301408;2
-2.2001;0.5287955;2
-2.1501;0.5294474;2
-2.1001;0.5299287;2
-2.0501;0.5299997;2
-2.0001;0.5298764;2
-1.9501;0.5289091;2
-1.9001;0.5295734;2
-1.8501;0.5284532;2
-1.8001;0.5308554;2
-1.7501;0.5297333;2
-1.7001;0.5311906;2
-1.6501;0.529041;2
-1.6001;0.5289471;2
-1.5501;0.5293546;2
-1.5001;0.531022;2
-1.4501;0.529104;2
-1.4001;0.5297592;2
-1.3501;0.5296057;2
-1.3001;0.5305907;2
-1.2501;0.5297045;2
-1.2001;0.5309773;2
-1.1501;0.5303965;2
-1.1;0.5291565;2
-1.05;0.5315852;2
-1;0.5306641;2
-0.9499998;0.5293776;2
-0.9000001;0.5302088;2
-0.8499999;0.529111;2
-0.7999997;0.529574;2
-0.75;0.53242;2
-0.6999998;0.528725;2
-0.6500001;0.5299547;2
-0.5999999;0.5303474;2
-0.5499997;0.5290079;2
-0.5;0.5300194;2
-0.4499998;0.5284926;2
-0.4000001;0.5285347;2
-0.3499999;0.5280638;2
-0.2999997;0.5306931;2
-0.25;0.5293096;2
-0.1999998;0.529765;2
-0.1500001;0.528152;2
-0.0999999;0.530005;2
-0.04999971;0.5301144;2
0;0.5296035;2
0.05000019;0.5341165;2
0.0999999;0.5371073;2
0.1500001;0.5367374;2
0.2000003;0.5395086;2
0.25;0.5397285;2
0.3000002;0.5417984;2
0.3499999;0.5426508;2
0.4000001;0.5455797;2
0.4500003;0.5436823;2
0.5;0.5446193;2
0.5500002;0.5452948;2
0.5999999;0.5446104;2
0.6501002;0.5440894;2
0.7000999;0.5461427;2
0.7501001;0.5477583;2
0.8000998;0.5460471;2
0.8501;0.5464095;2
0.9001002;0.5474459;2
0.9500999;0.5471308;2
1.0001;0.5499285;2
1.0501;0.5480691;2
1.1001;0.5497414;2
1.1501;0.5500868;2
1.2001;0.5499637;2
1.2501;0.5493051;2
1.3001;0.5513918;2
1.3501;0.5495967;2
1.4001;0.5510485;2
1.4501;0.549957;2
1.5001;0.5510352;2
1.5501;0.550567;2
1.6001;0.5523139;2
1.6501;0.5526429;2
1.7001;0.5520074;2
1.7501;0.5530207;2
1.8001;0.5521708;2
1.8501;0.5542413;2
1.9001;0.55273;2
1.9501;0.552089;2
2.0001;0.554741;2
2.0501;0.5518918;2
2.1001;0.5566376;2
2.1501;0.5572003;2
2.2001;0.5551958;2
2.2501;0.554538;2
2.3001;0.5557508;2
2.3501;0.5574039;2
2.4001;0.5571388;2
2.4502;0.5562451;2
2.5002;0.5547493;2
2.5502;0.5563508;2
2.6002;0.5558668;2
2.6502;0.557934;2
2.7002;0.5575017;2
2.7502;0.556358;2
2.8002;0.5578243;2
2.8502;0.557422;2
