Time [s];Relative Fluorescence 670nm;Capillary Position
-4.9502;1.001272;1
-4.9002;1.002785;1
-4.8502;0.9996864;1
-4.8002;1.005173;1
-4.7502;0.9995088;1
-4.7002;1.002684;1
-4.6502;1.001924;1
-4.6002;0.9984378;1
-4.5502;0.9976794;1
-4.5002;1.001492;1
-4.4502;0.9966391;1
-4.4002;1.000462;1
-4.3502;0.9981018;1
-4.3002;0.9992227;1
-4.2502;0.9990951;1
-4.2002;0.9983087;1
-4.1502;0.9991171;1
-4.1002;0.9988501;1
-4.0502;0.9986638;1
-4.0002;0.9993255;1
-3.9502;0.9976867;1
-3.9002;0.9952601;1
-3.8502;0.9976397;1
-3.8002;0.9993782;1
-3.7502;1.000514;1
-3.7002;0.997452;1
-3.6502;0.9941466;1
-3.6002;0.9986961;1
-3.5502;1.000125;1
-3.5002;0.997782;1
-3.4502;0.9985493;1
-3.4001;0.9957222;1
-3.3501;0.997204;1
-3.3001;0.9977586;1
-3.2501;0.9976221;1
-3.2001;0.9976779;1
-3.1501;0.9952924;1
-3.1001;0.9952396;1
-3.0501;0.9987724;1
-3.0001;0.9985787;1
-2.9501;0.9995469;1
-2.9001;0.99705;1
-2.8501;0.9962225;1
-2.8001;0.9985787;1
-2.7501;1.000766;1
-2.7001;0.9972876;1
-2.6501;0.9984012;1
-2.6001;0.9984745;1
-2.5501;0.9941994;1
-2.5001;0.9997905;1
-2.4501;0.9976045;1
-2.4001;0.9977938;1
-2.3501;0.9943578;1
-2.3001;0.9964851;1
-2.2501;0.9984306;1
-2.2001;0.9948038;1
-2.1501;0.999522;1
-2.1001;0.9968343;1
-2.0501;0.9953481;1
-2.0001;0.9955066;1
-1.9501;0.99134;1
-1.9001;1.000779;1
-1.8501;0.9985303;1
-1.8001;0.9970338;1
-1.7501;0.9946674;1
-1.7001;0.9941906;1
-1.6501;0.9959819;1
-1.6;0.9991538;1
-1.55;0.9967403;1
-1.5;0.9976897;1
-1.45;0.99613;1
-1.4;0.9959467;1
-1.35;0.9962108;1
-1.3;0.9938297;1
-1.25;0.9987811;1
-1.2;0.9924623;1
-1.15;0.9940674;1
-1.1;0.9968373;1
-1.05;0.9980769;1
-1;0.9965937;1
-0.9499998;0.9956284;1
-0.9000001;0.9949872;1
-0.8499999;0.9951603;1
-0.7999997;1.000162;1
-0.75;0.9942272;1
-0.6999998;0.9966758;1
-0.6500001;0.996067;1
-0.5999999;0.9943931;1
-0.5499997;0.9968343;1
-0.5;0.9952351;1
-0.4499998;0.9986799;1
-0.4000001;0.9936082;1
-0.3499999;0.9945852;1
-0.2999997;0.996268;1
-0.25;0.9928688;1
-0.1999998;0.9918433;1
-0.1500001;0.9925489;1
-0.0999999;0.9938238;1
-0.04999971;0.9977043;1
0;0.9933031;1
0.05000019;0.9765635;1
0.0999999;0.9611576;1
0.1500001;0.9524079;1
0.2000999;0.9445648;1
0.2501001;0.9376108;1
0.3000998;0.937385;1
0.3501;0.9323953;1
0.4001002;0.9294494;1
0.4500999;0.9270508;1
0.5001001;0.9244643;1
0.5500998;0.9208317;1
0.6001;0.9168237;1
0.6501002;0.9165141;1
0.7000999;0.9168134;1
0.7501001;0.9102467;1
0.8000998;0.9073477;1
0.8501;0.9080314;1
0.9001002;0.9049857;1
0.9500999;0.9028409;1
1.0001;0.9011273;1
1.0501;0.8990132;1
1.1001;0.8988431;1
1.1501;0.8964664;1
1.2001;0.8955361;1
1.2501;0.8962023;1
1.3001;0.8950271;1
1.3501;0.8910763;1
1.4001;0.8928236;1
