Time [s];Relative Fluorescence 670nm;Capillary Position
-4.9502;1.00133;1
-4.9002;0.9993095;1
-4.8502;1.00067;1
-4.8002;1.002646;1
-4.7502;1.002086;1
-4.7002;0.9971178;1
-4.6502;0.9974478;1
-4.6002;1.000514;1
-4.5502;1.00023;1
-4.5002;1.002074;1
-4.4502;0.9993305;1
-4.4002;1.00039;1
-4.3502;0.9986787;1
-4.3002;0.9971972;1
-4.2502;0.9989489;1
-4.2002;0.9968407;1
-4.1502;0.998346;1
-4.1002;0.9967502;1
-4.0502;0.996097;1
-4.0002;0.9983613;1
-3.9502;0.99797;1
-3.9002;1.001375;1
-3.8502;0.9970913;1
-3.8002;0.9990311;1
-3.7502;0.9977542;1
-3.7002;1.000224;1
-3.6502;1.000548;1
-3.6002;0.997303;1
-3.5502;0.9971596;1
-3.5002;0.9979408;1
-3.4502;0.9942896;1
-3.4002;0.9983529;1
-3.3502;0.9971429;1
-3.3002;0.99957;1
-3.2502;0.9993805;1
-3.2002;0.9974074;1
-3.1501;0.9940919;1
-3.1001;0.9989572;1
-3.0501;0.9962739;1
-3.0001;0.9957977;1
-2.9501;0.9963449;1
-2.9001;0.9974366;1
-2.8501;0.9955651;1
-2.8001;0.9958256;1
-2.7501;0.9946837;1
-2.7001;0.9953674;1
-2.6501;0.9975926;1
-2.6001;0.9965162;1
-2.5501;0.9955415;1
-2.5001;0.9932202;1
-2.4501;0.9957893;1
-2.4001;0.9963171;1
-2.3501;0.9957225;1
-2.3001;0.9965023;1
-2.2501;0.9943119;1
-2.2001;0.9972668;1
-2.1501;0.9969103;1
-2.1001;0.9941142;1
-2.0501;0.995515;1
-2.0001;0.9952936;1
-1.9501;0.9921145;1
-1.9001;0.9956055;1
-1.8501;0.9940432;1
-1.8001;0.9962265;1
-1.7501;0.9955763;1
-1.7001;0.9967125;1
-1.6501;0.9949831;1
-1.6001;0.9966415;1
-1.5501;0.9984908;1
-1.5001;0.9960915;1
-1.4501;0.9960219;1
-1.4001;0.9964564;1
-1.35;0.9953075;1
-1.3;0.9960845;1
-1.25;0.9942715;1
-1.2;0.9933692;1
-1.15;0.9968448;1
-1.1;0.9954872;1
-1.05;0.9952462;1
-1;0.9974116;1
-0.9499998;0.9942074;1
-0.9000001;0.99273;1
-0.8499999;0.9961597;1
-0.7999997;0.9969437;1
-0.75;0.9956529;1
-0.6999998;0.994926;1
-0.6500001;0.9887544;1
-0.5999999;0.9947547;1
-0.5499997;0.9957991;1
-0.5;0.9899492;1
-0.4499998;0.9928414;1
-0.4000001;0.9913208;1
-0.3499999;0.9922496;1
-0.2999997;0.9910242;1
-0.25;0.9941587;1
-0.1999998;0.9917831;1
-0.1500001;0.9922273;1
-0.0999999;0.9937619;1
-0.04999971;0.9923972;1
0;0.988625;1
0.05000019;0.9767121;1
0.0999999;0.9596485;1
0.1500001;0.9487286;1
0.2000003;0.9442099;1
0.25;0.9349595;1
0.3000002;0.9321035;1
0.3499999;0.9287059;1
0.4001002;0.9292726;1
0.4500999;0.9256395;1
0.5001001;0.9166635;1
0.5500998;0.9165145;1
0.6001;0.9169685;1
0.6501002;0.9113804;1
0.7000999;0.910304;1
0.7501001;0.9074368;1
0.8000998;0.9095646;1
0.8501;0.9065888;1
0.9001002;0.9026982;1
0.9500999;0.9003448;1
1.0001;0.8987351;1
1.0501;0.8973231;1
1.1001;0.8974903;1
1.1501;0.8935188;1
1.2001;0.8926346;1
1.2501;0.8917921;1
1.3001;0.8876592;1
1.3501;0.8890043;1
1.4001;0.889262;1
1.4501;0.882255;1
1.5001;0.8842449;1
1.5501;0.8833383;1
1.6001;0.8804836;1
1.6501;0.8804559;1
1.7001;0.8820251;1
1.7501;0.879126;1
1.8001;0.8738081;1
1.8501;0.872662;1
1.9001;0.8726704;1
1.9501;0.8736215;1
2.0001;0.8740086;1
