Time [s];Ratio 670nm / 650nm;Capillary Position
2.4501;0.5948316;17
2.5001;0.5930781;17
2.5501;0.5921628;17
2.6001;0.5909197;17
2.6501;0.5897464;17
2.7001;0.5923816;17
2.7501;0.5923479;17
2.8001;0.5939779;17
2.8501;0.589748;17
2.9001;0.5888934;17
2.9502;0.5914539;17
3.0002;0.5892878;17
3.0502;0.5883694;17
3.1002;0.5908129;17
3.1502;0.5908715;17
3.200201;0.5893919;17
3.2502;0.5856041;17
3.3002;0.5882989;17
3.3502;0.58743;17
3.4002;0.5875332;17
3.450201;0.5866647;17
3.5002;0.5853027;17
3.5502;0.5848269;17
3.6002;0.5854716;17
3.6502;0.5876898;17
3.700201;0.584469;17
3.7502;0.5899724;17
3.8002;0.5860358;17
3.8502;0.5846955;17
3.9002;0.5833006;17
3.950201;0.5861468;17
4.0002;0.5812035;17
4.0502;0.5835079;17
4.1002;0.5835866;17
4.1502;0.5836751;17
4.200201;0.582009;17
4.2502;0.5831425;17
4.3002;0.5826696;17
4.3502;0.5825567;17
4.4002;0.5805613;17
4.450201;0.5816488;17
4.5002;0.5807246;17
4.5502;0.5784587;17
4.6002;0.5810458;17
4.6502;0.5795647;17
4.700201;0.5847157;17
4.7503;0.581561;17
4.8003;0.5818439;17
4.8503;0.5817081;17
4.900301;0.5782333;17
4.9503;0.5784954;17
5.0003;0.580968;17
5.0503;0.5799798;17
5.1003;0.5799223;17
5.150301;0.5777;17
5.2003;0.5793424;17
5.2503;0.5773814;17
5.3003;0.578806;17
5.3503;0.5791494;17
5.400301;0.5756576;17
5.4503;0.5800268;17
5.5003;0.5768219;17
5.5503;0.5769547;17
5.6003;0.5769795;17
5.650301;0.5776044;17
5.7003;0.5759664;17
5.7503;0.5747891;17
5.8003;0.5770713;17
5.8503;0.5777926;17
5.900301;0.5739335;17
5.9503;0.5750889;17
6.0003;0.5754763;17
6.0503;0.5753486;17
6.1003;0.5776576;17
6.150301;0.5754707;17
6.2003;0.5757288;17
6.2503;0.5749601;17
6.3003;0.5736622;17
6.3503;0.5743073;17
6.400301;0.573052;17
6.4503;0.5734824;17
6.5003;0.5730051;17
6.5504;0.5717213;17
6.6004;0.5754383;17
6.6504;0.5731903;17
6.7004;0.5732874;17
6.7504;0.5720751;17
6.8004;0.5722117;17
6.8504;0.5724643;17
6.9004;0.5708426;17
6.9504;0.5718567;17
7.0004;0.5697571;17
7.0504;0.5719514;17
7.1004;0.5726828;17
7.1504;0.5726733;17
7.2004;0.5740566;17
7.2504;0.5707732;17
7.3004;0.5716268;17
7.3504;0.5697256;17
7.4004;0.5714304;17
7.4504;0.5718575;17
7.5004;0.5698996;17
7.5504;0.5703167;17
7.6004;0.571272;17
7.6504;0.5698672;17
7.7004;0.5690779;17
7.7504;0.5677188;17
7.8004;0.5716192;17
7.8504;0.5660528;17
7.9004;0.5690995;17
7.9504;0.5682633;17
8.000401;0.569759;17
8.0504;0.5713237;17
8.100401;0.570031;17
8.1504;0.5688933;17
8.200399;0.5695049;17
8.250401;0.5688183;17
8.3004;0.5670674;17
8.3505;0.5692378;17
8.400499;0.5681713;17
8.4505;0.5692776;17
8.5005;0.5694818;17
8.550501;0.5674267;17
8.6005;0.567019;17
8.650499;0.5680547;17
8.7005;0.5686483;17
8.7505;0.5675076;17
8.800501;0.5716121;17
8.8505;0.567552;17
8.900499;0.5654565;17
8.9505;0.5683014;17
9.0005;0.5682318;17
9.050501;0.567447;17
9.1005;0.5669846;17
9.150499;0.5680508;17
9.2005;0.5689923;17
9.2505;0.5664081;17
9.300501;0.5668278;17
9.3505;0.5653473;17
9.400499;0.5675628;17
9.4505;0.5676296;17
9.5005;0.5636603;17
9.550501;0.5661552;17
9.6005;0.5644903;17
9.650499;0.5652983;17
9.7005;0.5654913;17
9.7505;0.5652638;17
9.800501;0.5652865;17
9.8505;0.5662308;17
9.900499;0.5662163;17
9.9505;0.5650714;17
10.0006;0.5632241;17
10.0006;0.5632241;17
-4.9503;0.5174309;2
-4.9003;0.5160686;2
-4.8503;0.518048;2
-4.8003;0.5154743;2
-4.7503;0.5119299;2
-4.7003;0.5155609;2
-4.6503;0.5167296;2
-4.6003;0.5149537;2
-4.5503;0.5167669;2
-4.5003;0.5149778;2
-4.4503;0.51651;2
-4.4002;0.514438;2
-4.3502;0.5177599;2
-4.3002;0.517027;2
-4.2502;0.5165766;2
-4.2002;0.5159228;2
-4.1502;0.5170951;2
-4.1002;0.5157751;2
-4.0502;0.5144235;2
-4.0002;0.5188782;2
-3.9502;0.5167589;2
-3.9002;0.515127;2
-3.8502;0.5155717;2
-3.8002;0.5132472;2
-3.7502;0.5182074;2
-3.7002;0.5160421;2
-3.6502;0.5177404;2
-3.6002;0.5175889;2
-3.5502;0.5147482;2
-3.5002;0.516036;2
-3.4502;0.5170152;2
-3.4002;0.5176582;2
-3.3502;0.5188186;2
-3.3002;0.5148255;2
-3.2502;0.5138171;2
-3.2002;0.5181988;2
-3.1502;0.5144889;2
-3.1002;0.517288;2
-3.0502;0.5166656;2
-3.0002;0.5169892;2
-2.9502;0.5141429;2
-2.9002;0.5178394;2
-2.8502;0.5158442;2
-2.8002;0.514774;2
-2.7502;0.5156872;2
-2.7002;0.5168715;2
-2.6502;0.5162777;2
-2.6001;0.5160171;2
-2.5501;0.5147324;2
-2.5001;0.516654;2
-2.4501;0.5182608;2
-2.4001;0.5169888;2
-2.3501;0.5155057;2
-2.3001;0.5164956;2
-2.2501;0.5141543;2
-2.2001;0.5157776;2
-2.1501;0.5132825;2
-2.1001;0.5171369;2
-2.0501;0.5169452;2
-2.0001;0.518185;2
-1.9501;0.5187573;2
-1.9001;0.5170605;2
-1.8501;0.5159485;2
-1.8001;0.514364;2
-1.7501;0.5175198;2
-1.7001;0.513211;2
-1.6501;0.5180123;2
-1.6001;0.515835;2
-1.5501;0.5155055;2
-1.5001;0.5168409;2
-1.4501;0.5158319;2
-1.4001;0.5159467;2
-1.3501;0.5162188;2
-1.3001;0.5164939;2
-1.2501;0.5152718;2
-1.2001;0.5146801;2
-1.1501;0.51646;2
-1.1001;0.5160253;2
-1.0501;0.5156426;2
-1.0001;0.5165966;2
-0.9500999;0.5175043;2
-0.9000998;0.5154934;2
-0.8501;0.5176244;2
-0.7999997;0.5180731;2
-0.75;0.5139242;2
-0.6999998;0.5163173;2
-0.6500001;0.5185741;2
-0.5999999;0.5181709;2
-0.5499997;0.5146552;2
-0.5;0.5150722;2
-0.4499998;0.5176647;2
-0.4000001;0.516323;2
-0.3499999;0.51476;2
-0.2999997;0.5165159;2
-0.25;0.5162704;2
-0.1999998;0.5151663;2
-0.1500001;0.5142664;2
-0.0999999;0.5168546;2
-0.04999971;0.5152121;2
0;0.5179696;2
0.05000019;0.5204561;2
0.0999999;0.52345;2
0.1500001;0.5244381;2
0.2000003;0.5260126;2
0.25;0.5282999;2
0.3000002;0.5272438;2
0.3499999;0.5270014;2
0.4000001;0.5288337;2
0.4500003;0.5297511;2
0.5;0.5280259;2
0.5500002;0.5293093;2
0.5999999;0.5287375;2
0.6500001;0.5326254;2
0.7000003;0.5335594;2
0.75;0.5291424;2
0.8000002;0.5340877;2
0.8499999;0.5312181;2
0.9000001;0.529967;2
0.9500999;0.5308934;2
1.0001;0.5347075;2
1.0501;0.5321333;2
1.1001;0.5347003;2
1.1501;0.5349221;2
1.2001;0.536961;2
1.2501;0.5358952;2
1.3001;0.53281;2
1.3501;0.5361525;2
1.4001;0.5370387;2
1.4501;0.5359643;2
1.5001;0.5335866;2
1.5501;0.5365693;2
1.6001;0.5355697;2
1.6501;0.5359274;2
1.7001;0.534418;2
1.7501;0.5374909;2
1.8001;0.5390028;2
1.8501;0.5330685;2
1.9001;0.5367376;2
1.9501;0.5365132;2
