Time [s];Relative Fluorescence 650nm;Capillary Position
-4.9503;0.9973242;1
-4.9003;1.006873;1
-4.8503;0.9950196;1
-4.8003;1.000252;1
-4.7503;1.006436;1
-4.7003;0.9919314;1
-4.6503;1.007563;1
-4.6003;0.9986714;1
-4.5503;0.9967015;1
-4.5003;0.9976292;1
-4.4503;0.9987815;1
-4.4003;1.008716;1
-4.3503;0.9992983;1
-4.3003;0.9949476;1
-4.2503;1.000459;1
-4.2002;1.000806;1
-4.1502;1.000044;1
-4.1002;0.9883602;1
-4.0502;1.001408;1
-4.0002;0.9993746;1
-3.9502;1.001535;1
-3.9002;1.000362;1
-3.8502;1.012766;1
-3.8002;0.9965236;1
-3.7502;1.003573;1
-3.7002;1.002018;1
-3.6502;0.9939013;1
-3.6002;0.9957567;1
-3.5502;0.9972946;1
-3.5002;0.9939478;1
-3.4502;0.9954178;1
-3.4002;0.9935709;1
-3.3502;1.000654;1
-3.3002;1.011706;1
-3.2502;0.9935158;1
-3.2002;1.004755;1
-3.1502;0.9985485;1
-3.1002;1.003077;1
-3.0502;0.9954644;1
-3.0002;1.005072;1
-2.9502;0.9900885;1
-2.9002;0.9905418;1
-2.8502;0.9936047;1
-2.8002;1.005865;1
-2.7502;0.9968074;1
-2.7002;1.003136;1
-2.6502;0.9951001;1
-2.6002;1.002408;1
-2.5502;0.9917407;1
-2.5002;1.003141;1
-2.4502;1.000895;1
-2.4001;1.01385;1
-2.3501;1.002607;1
-2.3001;0.9942656;1
-2.2501;0.9921855;1
-2.2001;1.006;1
-2.1501;1.016006;1
-2.1001;0.9993958;1
-2.0501;0.9951044;1
-2.0001;1.002573;1
-1.9501;0.9997685;1
-1.9001;1.005;1
-1.8501;0.997447;1
-1.8001;0.9951594;1
-1.7501;1.001213;1
-1.7001;1.000544;1
-1.6501;0.9949561;1
-1.6001;1.004827;1
-1.5501;1.003903;1
-1.5001;0.9982392;1
-1.4501;1.002298;1
-1.4001;1.001887;1
-1.3501;0.9963752;1
-1.3001;0.994596;1
-1.2501;0.9978072;1
-1.2001;1.013494;1
-1.1501;0.9975995;1
-1.1001;0.9956594;1
-1.0501;1.000891;1
-1.0001;0.9978623;1
-0.9500999;0.994346;1
-0.9000998;0.9833782;1
-0.8501;0.998235;1
-0.8000998;0.9864876;1
-0.7501001;0.9987561;1
-0.7000999;0.9967819;1
-0.6500998;1.000777;1
-0.5999999;0.9926558;1
-0.5499997;1.008131;1
-0.5;0.9958246;1
-0.4499998;1.00273;1
-0.4000001;1.002247;1
-0.3499999;0.9907452;1
-0.2999997;0.9957483;1
-0.25;1.00259;1
-0.1999998;1.011732;1
-0.1500001;1.009529;1
-0.0999999;0.9946468;1
-0.04999971;0.9940242;1
0;0.9944392;1
0.05000019;0.9758968;1
0.0999999;0.9530885;1
0.1500001;0.9532918;1
0.2000003;0.9485599;1
0.25;0.9462849;1
0.3000002;0.9267386;1
0.3499999;0.9287211;1
0.4000001;0.9370116;1
0.4500003;0.9278104;1
0.5;0.9225827;1
0.5500002;0.9201638;1
0.5999999;0.9192995;1
0.6500001;0.9123011;1
0.7000003;0.9127248;1
0.75;0.9082427;1
0.8000002;0.9114327;1
0.8499999;0.8992067;1
0.9000001;0.9131441;1
0.9500003;0.9050189;1
1;0.8933944;1
1.05;0.8979357;1
1.1;0.9056162;1
1.15;0.9085478;1
1.2001;0.892975;1
1.2501;0.896864;1
1.3001;0.8822656;1
1.3501;0.8856504;1
1.4001;0.8837102;1
1.4501;0.8840787;1
1.5001;0.8851632;1
1.5501;0.8823758;1
1.6001;0.8790841;1
1.6501;0.8744496;1
1.7001;0.8714206;1
1.7501;0.8941485;1
1.8001;0.8770719;1
1.8501;0.8658032;1
1.9001;0.8727381;1
1.9501;0.8726492;1
2.0001;0.8716239;1
2.0501;0.8801855;1
2.1001;0.8793129;1
2.1501;0.8634563;1
2.2001;0.8648247;1
2.2501;0.8616008;1
2.3001;0.8702768;1
2.3501;0.858449;1
2.4001;0.8529418;1
2.4501;0.8640367;1
2.5001;0.8497306;1
2.5501;0.8633419;1
2.6001;0.8599656;1
2.6501;0.8527088;1
2.7001;0.8568943;1
2.7501;0.8504;1
2.8001;0.85162;1
2.8501;0.8435413;1
2.9001;0.8555089;1
2.9501;0.8473074;1
3.0002;0.8465449;1
3.0502;0.8452062;1
3.1002;0.8452571;1
3.1502;0.8386738;1
3.200201;0.8433889;1
3.2502;0.842118;1
3.3002;0.8456171;1
3.3502;0.8477014;1
3.4002;0.8402031;1
3.450201;0.8423043;1
3.5002;0.8420205;1
3.5502;0.8468161;1
3.6002;0.8399151;1
3.6502;0.8285533;1
3.700201;0.8376825;1
3.7502;0.8361913;1
3.8002;0.8404107;1
3.8502;0.8420841;1
3.9002;0.831794;1
3.950201;0.844037;1
4.0002;0.8383222;1
4.0502;0.8325269;1
4.1002;0.8380341;1
4.1502;0.8364116;1
4.200201;0.8402413;1
4.2502;0.82907;1
4.3002;0.8289684;1
4.3502;0.8267485;1
4.4002;0.8265791;1
4.450201;0.8299131;1
4.5002;0.8308324;1
4.5502;0.8353356;1
4.6002;0.8160476;1
4.6502;0.8259436;1
4.700201;0.8273078;1
4.7502;0.8163611;1
4.8003;0.8243508;1
4.8503;0.8233595;1
4.900301;0.8187546;1
4.9503;0.8140693;1
5.0003;0.8158993;1
5.0503;0.8296716;1
5.1003;0.8228046;1
5.150301;0.8259352;1
5.2003;0.8107141;1
5.2503;0.8168101;1
5.3003;0.8217455;1
5.3503;0.8087484;1
5.400301;0.8221522;1
5.4503;0.8047408;1
5.5003;0.8055839;1
5.5503;0.8059101;1
5.6003;0.8217158;1
5.650301;0.8132092;1
5.7003;0.8100744;1
5.7503;0.8026015;1
5.8003;0.803508;1
5.8503;0.8167678;1
5.900301;0.8151876;1
5.9503;0.8149843;1
6.0003;0.8107311;1
6.0503;0.8107056;1
6.1003;0.8030887;1
6.150301;0.805173;1
6.2003;0.8079816;1
6.2503;0.8043765;1
6.3003;0.8026904;1
6.3503;0.8135439;1
6.400301;0.799115;1
6.4503;0.8192248;1
6.5003;0.7991319;1
6.5503;0.8054949;1
6.6004;0.8025125;1
6.6504;0.7990599;1
6.7004;0.8077402;1
6.7504;0.801373;1
6.8004;0.7934383;1
6.8504;0.7918751;1
6.9004;0.8037707;1
6.9504;0.8007587;1
7.0004;0.7973951;1
7.0504;0.7997886;1
7.1004;0.7993946;1
7.1504;0.7894096;1
7.2004;0.7959208;1
7.2504;0.7894011;1
7.3004;0.7928749;1
7.3504;0.7891469;1
7.4004;0.7989286;1
7.4504;0.7851351;1
7.5004;0.7987803;1
7.5504;0.7995937;1
7.6004;0.8024448;1
7.6504;0.7920319;1
7.7004;0.7883505;1
7.7504;0.7889224;1
7.8004;0.7988778;1
7.8504;0.8022965;1
7.9004;0.7930613;1
7.9504;0.7894773;1
8.000401;0.7887911;1
8.0504;0.795548;1
8.100401;0.7933621;1
8.1504;0.7907948;1
8.200399;0.7884182;1
8.250401;0.7920234;1
8.3004;0.7955438;1
8.3505;0.7918116;1
8.400499;0.7934638;1
8.4505;0.7891554;1
8.5005;0.7878845;1
8.550501;0.7939848;1
8.6005;0.7859062;1
8.650499;0.7829111;1
8.7005;0.7787807;1
8.7505;0.7861391;1
8.800501;0.7864187;1
8.8505;0.7911507;1
8.900499;0.793218;1
8.9505;0.7910025;1
9.0005;0.7878209;1
9.050501;0.793612;1
9.1005;0.7944508;1
9.150499;0.785258;1
9.2005;0.7757644;1
9.2505;0.7860798;1
9.300501;0.7923792;1
9.3505;0.7868297;1
9.400499;0.7808353;1
9.4505;0.7851351;1
9.5005;0.7839617;1
9.550501;0.7826865;1
9.6005;0.788969;1
9.650499;0.7772005;1
9.7005;0.7685457;1
9.7505;0.7756288;1
9.800501;0.7768531;1
9.8505;0.7752899;1
9.900499;0.7800515;1
9.9505;0.7834999;1
10.0005;0.776027;1
10.0005;0.776027;1
-4.9503;1.001192;9
-4.9003;1.003929;9
-4.8502;0.9931407;9
-4.8002;1.004471;9
-4.7502;1.000222;9
-4.7002;1.000869;9
-4.6502;1.004536;9
-4.6002;0.9994636;9
-4.5502;1.002373;9
-4.5002;0.9962186;9
-4.4502;0.995525;9
-4.4002;1.002401;9
-4.3502;1.001212;9
-4.3002;0.9963048;9
-4.2502;0.9914356;9
-4.2002;0.9971169;9
-4.1502;1.003702;9
-4.1002;1.000592;9
-4.0502;1.000013;9
-4.0002;0.9991544;9
-3.9502;0.9958628;9
-3.9002;0.9964952;9
-3.8502;1.000035;9
-3.8002;0.9997222;9
-3.7502;1.002443;9
-3.7002;1.001896;9
-3.6502;0.9952034;9
-3.6002;0.9960101;9
-3.5502;0.9953992;9
-3.5002;1.001309;9
-3.4502;0.9998247;9
-3.4002;0.9937498;9
-3.3502;0.9992712;9
-3.3002;0.994711;9
-3.2502;0.9954172;9
-3.2002;1.00071;9
-3.1502;1.002349;9
-3.1001;0.9890997;9
-3.0501;1.000993;9
-3.0001;1.003937;9
-2.9501;0.995773;9
-2.9001;0.9968816;9
-2.8501;1.000998;9
-2.8001;1.007741;9
-2.7501;0.9940157;9
-2.7001;0.995383;9
-2.6501;0.9899873;9
-2.6001;0.9948261;9
-2.5501;0.9990269;9
-2.5001;1.003;9
-2.4501;1.002239;9
-2.4001;0.994871;9
-2.3501;1.001034;9
-2.3001;0.9921094;9
-2.2501;0.9980207;9
-2.2001;1.002892;9
-2.1501;1.003675;9
-2.1001;1.0065;9
-2.0501;1.000588;9
-2.0001;0.9984897;9
-1.9501;0.9937911;9
-1.9001;1.001898;9
-1.8501;0.9981842;9
-1.8001;1.002275;9
-1.7501;0.9909307;9
-1.7001;1.003708;9
-1.6501;0.995622;9
-1.6001;0.9983387;9
-1.5501;0.9945008;9
-1.5001;0.9960101;9
-1.4501;0.9986532;9
-1.4001;1.000917;9
-1.3501;0.998982;9
-1.3;0.9935036;9
-1.25;0.9967918;9
-1.2;0.9928244;9
-1.15;0.9950722;9
-1.1;0.9947649;9
-1.05;0.9998247;9
-1;0.9938216;9
-0.9499998;1.000845;9
-0.9000001;0.9900466;9
-0.8499999;0.9960011;9
-0.7999997;0.9969894;9
-0.75;0.9968313;9
-0.6999998;0.9983568;9
-0.6500001;0.9918991;9
-0.5999999;1.003461;9
-0.5499997;0.992156;9
-0.5;1.001641;9
-0.4499998;0.9935611;9
-0.4000001;0.996418;9
-0.3499999;0.9955358;9
-0.2999997;0.9984268;9
-0.25;0.9979776;9
-0.1999998;0.9964449;9
-0.1500001;0.9925082;9
-0.0999999;0.9922244;9
-0.04999971;0.9978213;9
0;0.994738;9
0.05000019;1.001196;9
0.0999999;0.9908642;9
0.1500001;0.9814886;9
0.2000003;0.989885;9
0.25;0.9783713;9
0.3000002;0.982475;9
0.3499999;0.9771639;9
0.4000001;0.9892381;9
0.4500003;0.9813737;9
0.5001001;0.9823709;9
0.5500998;0.9832602;9
0.6001;0.9730114;9
0.6501002;0.9845234;9
0.7000999;0.97488;9
0.7501001;0.9771512;9
0.8000998;0.9862645;9
0.8501;0.9760749;9
0.9001002;0.9764271;9
0.9500999;0.9773003;9
1.0001;0.976614;9
1.0501;0.9816288;9
1.1001;0.9738325;9
1.1501;0.9799919;9
1.2001;0.9820223;9
1.2501;0.9763606;9
1.3001;0.9866633;9
1.3501;0.9743572;9
1.4001;0.9830931;9
1.4501;0.985675;9
1.5001;0.975509;9
1.5501;0.9846312;9
1.6001;0.9798571;9
1.6501;0.9816288;9
1.7001;0.9899209;9
1.7501;0.9871179;9
1.8001;0.9831327;9
1.8501;0.9802039;9
1.9001;0.9819324;9
1.9501;0.9849923;9
2.0001;0.9811274;9
2.0501;0.9834273;9
2.1001;0.9766356;9
2.1501;0.9775141;9
2.2001;0.9833339;9
2.2501;0.9819162;9
2.3002;0.9865627;9
2.3502;0.9791618;9
2.4002;0.9770309;9
2.4502;0.9816773;9
2.5002;0.9819091;9
2.5502;0.982105;9
2.6002;0.9844964;9
2.6502;0.9808274;9
2.7002;0.9864442;9
2.7502;0.9888949;9
2.8002;0.9805723;9
2.8502;0.9840454;9
2.9002;0.9797386;9
